TIPO UNIDADE,MUNICÍPIO,ESCOLA/SETOR/UNIDADE,TIPO VÍNCULO,CARGO,DISCIPLINA,ÁREA ADMINISTRATIVA,FUNÇÃO
10ª DIREC - CAICÓ,CAICO,ESCOLA ESTADUAL MONSENHOR WALFREDO GURGEL,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,,EQUIPE GESTORA,COORDENADOR ADM. FINANCEIRO
10ª DIREC - CAICÓ,CAICO,ESCOLA ESTADUAL MONSENHOR WALFREDO GURGEL,VÍNCULO TERCEIRIZADO,TERCEIRIZADO - ASG,,,
10ª DIREC - CAICÓ,CAICO,ESCOLA ESTADUAL MONSENHOR WALFREDO GURGEL,VÍNCULO TERCEIRIZADO,TERCEIRIZADO - MERENDEIRA,,APOIO ADMINISTRATIVO,MERENDEIRA
10ª DIREC - CAICÓ,CAICO,ESCOLA ESTADUAL MONSENHOR WALFREDO GURGEL,VÍNCULO TERCEIRIZADO,TERCEIRIZADO - ASG,,APOIO ADMINISTRATIVO,SERVENTE
10ª DIREC - CAICÓ,CAICO,ESCOLA ESTADUAL MONSENHOR WALFREDO GURGEL,VÍNCULO SERVIDOR,PROF PERM NIVEL - V,"Língua Inglesa, Arte",,SALA DE AULA
10ª DIREC - CAICÓ,CAICO,ESCOLA ESTADUAL MONSENHOR WALFREDO GURGEL,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,"Ensino Religioso, Ciências",,SALA DE AULA
10ª DIREC - CAICÓ,CAICO,ESCOLA ESTADUAL MONSENHOR WALFREDO GURGEL,VÍNCULO TERCEIRIZADO,TERCEIRIZADO - MERENDEIRA,,,
10ª DIREC - CAICÓ,CAICO,ESCOLA ESTADUAL MONSENHOR WALFREDO GURGEL,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,"Língua Portuguesa, Língua Inglesa",,SALA DE AULA
10ª DIREC - CAICÓ,CAICO,ESCOLA ESTADUAL MONSENHOR WALFREDO GURGEL,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,Professor de Educação Especial,,SALA DE AULA
10ª DIREC - CAICÓ,CAICO,ESCOLA ESTADUAL MONSENHOR WALFREDO GURGEL,VÍNCULO SERVIDOR,AUXILIAR DE SERVICOS GERAIS,,,
10ª DIREC - CAICÓ,CAICO,ESCOLA ESTADUAL MONSENHOR WALFREDO GURGEL,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,,,
10ª DIREC - CAICÓ,CAICO,ESCOLA ESTADUAL MONSENHOR WALFREDO GURGEL,VÍNCULO SERVIDOR,PROF PERM NIVEL - III,Professor de Educação Especial,,SALA DE AULA
10ª DIREC - CAICÓ,CAICO,ESCOLA ESTADUAL MONSENHOR WALFREDO GURGEL,VÍNCULO SERVIDOR,PROF PERM NIVEL - V,,,
10ª DIREC - CAICÓ,CAICO,ESCOLA ESTADUAL MONSENHOR WALFREDO GURGEL,VÍNCULO SERVIDOR,ESPECIALISTA PERM NIVEL - II,,APOIO À EQUIPE GESTORA,APOIO PEDAGÓGICO
10ª DIREC - CAICÓ,CAICO,ESCOLA ESTADUAL MONSENHOR WALFREDO GURGEL,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,Professor de Educação Especial,,SALA DE AULA
10ª DIREC - CAICÓ,CAICO,ESCOLA ESTADUAL MONSENHOR WALFREDO GURGEL,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,,,
10ª DIREC - CAICÓ,CAICO,ESCOLA ESTADUAL MONSENHOR WALFREDO GURGEL,VÍNCULO TERCEIRIZADO,TERCEIRIZADO - PORTEIRO,,APOIO ADMINISTRATIVO,PORTEIRO
10ª DIREC - CAICÓ,CAICO,ESCOLA ESTADUAL MONSENHOR WALFREDO GURGEL,VÍNCULO SERVIDOR,PROF PERM NIVEL - III,Professor de Educação Especial,,SALA DE AULA
10ª DIREC - CAICÓ,CAICO,"ESCOLA ESTADUAL MONSENHOR WALFREDO GURGEL, ESCOLA ESTADUAL PROFESSOR ANTONIO ALADIM DE ARAUJO",VÍNCULO SERVIDOR,PROF PERM NIVEL - III,"Professor de Educação Especial, História",,SALA DE AULA
10ª DIREC - CAICÓ,CAICO,ESCOLA ESTADUAL MONSENHOR WALFREDO GURGEL,VÍNCULO TERCEIRIZADO,TERCEIRIZADO - ASG,,APOIO ADMINISTRATIVO,SERVENTE
10ª DIREC - CAICÓ,CAICO,ESCOLA ESTADUAL MONSENHOR WALFREDO GURGEL,VÍNCULO SERVIDOR,PROF PERM NIVEL - III,Professor de Educação Especial,,SALA DE AULA
10ª DIREC - CAICÓ,CAICO,ESCOLA ESTADUAL MONSENHOR WALFREDO GURGEL,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,Matemática,,SALA DE AULA
10ª DIREC - CAICÓ,CAICO,ESCOLA ESTADUAL MONSENHOR WALFREDO GURGEL,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,Língua Portuguesa,,SALA DE AULA
10ª DIREC - CAICÓ,CAICO,ESCOLA ESTADUAL MONSENHOR WALFREDO GURGEL,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,Educação Física,,SALA DE AULA
10ª DIREC - CAICÓ,CAICO,ESCOLA ESTADUAL MONSENHOR WALFREDO GURGEL,VÍNCULO SERVIDOR,ESPECIALISTA PERM NIVEL - III,,SAP/LABORATÓRIO DE INFORMÁTICA,PROFESSOR REGENTE
10ª DIREC - CAICÓ,CAICO,ESCOLA ESTADUAL MONSENHOR WALFREDO GURGEL,"VÍNCULO SERVIDOR, VÍNCULO CONVÊNIO","PROF PERM NIVEL - IV, CONVENIO - PROFESSOR",,,
10ª DIREC - CAICÓ,CAICO,ESCOLA ESTADUAL MONSENHOR WALFREDO GURGEL,VÍNCULO SERVIDOR,AUXILIAR DE INFRAESTRUTURA (GNO I - LCE 698/2022),,,
10ª DIREC - CAICÓ,CAICO,ESCOLA ESTADUAL MONSENHOR WALFREDO GURGEL,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,,SAP/LABORATÓRIO DE INFORMÁTICA,PROFESSOR REGENTE
10ª DIREC - CAICÓ,CAICO,ESCOLA ESTADUAL MONSENHOR WALFREDO GURGEL,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,,EQUIPE GESTORA,COORDENADOR(A) PEDAGÓGICO(A)
10ª DIREC - CAICÓ,CAICO,ESCOLA ESTADUAL MONSENHOR WALFREDO GURGEL,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,,,
10ª DIREC - CAICÓ,CAICO,ESCOLA ESTADUAL MONSENHOR WALFREDO GURGEL,VÍNCULO SERVIDOR,AUXILIAR EM ALIMENTACAO ESCOLAR (GAXE II),,,
10ª DIREC - CAICÓ,CAICO,ESCOLA ESTADUAL MONSENHOR WALFREDO GURGEL,VÍNCULO SERVIDOR,PROF PERM NIVEL - III,,APOIO À EQUIPE GESTORA,INSPETOR ESCOLAR
10ª DIREC - CAICÓ,CAICO,ESCOLA ESTADUAL MONSENHOR WALFREDO GURGEL,VÍNCULO SERVIDOR,PROF PERM NIVEL - V (DEC JUD),,SAP/MULTIDISCIPLINA,PROFESSOR REGENTE
10ª DIREC - CAICÓ,CAICO,ESCOLA ESTADUAL MONSENHOR WALFREDO GURGEL,VÍNCULO TERCEIRIZADO,TERCEIRIZADO - MERENDEIRA,,,
10ª DIREC - CAICÓ,CAICO,ESCOLA ESTADUAL MONSENHOR WALFREDO GURGEL,VÍNCULO SERVIDOR,PROF PERM NIVEL - III,,SAP/BIBLIOTECA,PROFESSOR REGENTE
10ª DIREC - CAICÓ,CAICO,ESCOLA ESTADUAL MONSENHOR WALFREDO GURGEL,VÍNCULO SERVIDOR,AUXILIAR DE INFRAESTRUTURA (GNO III - LCE 698/2022),,APOIO ADMINISTRATIVO,VIGIA
10ª DIREC - CAICÓ,CAICO,ESCOLA ESTADUAL MONSENHOR WALFREDO GURGEL,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,"Geografia, Ensino Religioso, História",,SALA DE AULA
10ª DIREC - CAICÓ,CAICO,ESCOLA ESTADUAL MONSENHOR WALFREDO GURGEL,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,Professor de Educação Especial,,SALA DE AULA
10ª DIREC - CAICÓ,CAICO,"ESCOLA ESTADUAL MONSENHOR WALFREDO GURGEL, ESCOLA ESTADUAL ZUZA JANUÁRIO",VÍNCULO SERVIDOR,"PROF PERM NIVEL - III, PROF PERM NIVEL - IV",Professor de Educação Especial,,SALA DE AULA
10ª DIREC - CAICÓ,CAICO,ESCOLA ESTADUAL MONSENHOR WALFREDO GURGEL,VÍNCULO SERVIDOR,AUXILIAR DE INFRAESTRUTURA (GNO II - LCE 698/2022),,APOIO ADMINISTRATIVO,ASSISTENTE ADMINISTRATIVO
10ª DIREC - CAICÓ,CAICO,ESCOLA ESTADUAL MONSENHOR WALFREDO GURGEL,VÍNCULO TERCEIRIZADO,TERCEIRIZADO - CUIDADOR,,APOIO,CUIDADOR
10ª DIREC - CAICÓ,CAICO,ESCOLA ESTADUAL MONSENHOR WALFREDO GURGEL,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,,EQUIPE GESTORA,VICE-DIRETOR(A)
10ª DIREC - CAICÓ,CAICO,ESCOLA ESTADUAL MONSENHOR WALFREDO GURGEL,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,,,
10ª DIREC - CAICÓ,CAICO,ESCOLA ESTADUAL MONSENHOR WALFREDO GURGEL,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,,EQUIPE GESTORA,DIRETOR(A)
10ª DIREC - CAICÓ,CAICO,ESCOLA ESTADUAL MONSENHOR WALFREDO GURGEL,VÍNCULO SERVIDOR,PROF PERM NIVEL - V,Geografia,,SALA DE AULA
10ª DIREC - CAICÓ,CAICO,ESCOLA ESTADUAL MONSENHOR WALFREDO GURGEL,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,,,
10ª DIREC - CAICÓ,CAICO,ESCOLA ESTADUAL MONSENHOR WALFREDO GURGEL,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,,,
10ª DIREC - CAICÓ,SAO FERNANDO,ESCOLA ESTADUAL MONSENHOR WALFREDO GURGEL,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,"Componente Curricular 04, Sociologia, Componente Curricular 01, Componente Curricular 05, Oficinas Formativas: Arte e Cultura ou Esporte e Lazer, Componente Curricular 02, História",,SALA DE AULA
10ª DIREC - CAICÓ,SAO FERNANDO,ESCOLA ESTADUAL MONSENHOR WALFREDO GURGEL,VÍNCULO SERVIDOR,PROF PERM NIVEL - V,"Componente Curricular 04, Componente Curricular 03, Física, Química, Práticas Experimentais, Orientação Acadêmica, Oficinas Formativas: Arte e Cultura ou Esporte e Lazer, Componente Curricular 05",,SALA DE AULA
10ª DIREC - CAICÓ,SAO FERNANDO,ESCOLA ESTADUAL MONSENHOR WALFREDO GURGEL,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,"Redação, Componente Curricular 02, Projeto de Vida, Recomposição das Aprendizagens - Português, Arte, Língua Portuguesa, Componente Curricular 03",,SALA DE AULA
10ª DIREC - CAICÓ,SAO FERNANDO,ESCOLA ESTADUAL MONSENHOR WALFREDO GURGEL,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,"Práticas Experimentais, Componente Curricular 05, Componente Curricular 06, Física",,SALA DE AULA
10ª DIREC - CAICÓ,SAO FERNANDO,ESCOLA ESTADUAL MONSENHOR WALFREDO GURGEL,VÍNCULO TERCEIRIZADO,AUXILIAR DE SERVICOS GERAIS,,APOIO ADMINISTRATIVO,SERVENTE
10ª DIREC - CAICÓ,SAO FERNANDO,ESCOLA ESTADUAL MONSENHOR WALFREDO GURGEL,VÍNCULO SERVIDOR,PROF PERM NIVEL - V,"Biologia, Orientação Acadêmica, Projeto de Vida, Componente Curricular 01, Componente Curricular 02",,SALA DE AULA
10ª DIREC - CAICÓ,SAO FERNANDO,ESCOLA ESTADUAL MONSENHOR WALFREDO GURGEL,VÍNCULO SERVIDOR,PROF PERM NIVEL - III (DEC JUD),,SAP/BIBLIOTECA,PROFESSOR REGENTE
10ª DIREC - CAICÓ,SAO FERNANDO,ESCOLA ESTADUAL MONSENHOR WALFREDO GURGEL,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV (DEC JUD),ASSESSORAMENTO TÉCNICO-PEDAGÓGICO EMTI,SAP/BIBLIOTECA,PROFESSOR REGENTE
10ª DIREC - CAICÓ,SAO FERNANDO,ESCOLA ESTADUAL MONSENHOR WALFREDO GURGEL,VÍNCULO SERVIDOR,PROF PERM NIVEL - III,Professor de Educação Especial,EQUIPE GESTORA,"COORDENADOR ADM. FINANCEIRO, SALA DE AULA"
10ª DIREC - CAICÓ,SAO FERNANDO,ESCOLA ESTADUAL MONSENHOR WALFREDO GURGEL,VÍNCULO SERVIDOR,PROF PERM NIVEL - III,Professor de Educação Especial,,SALA DE AULA
10ª DIREC - CAICÓ,SAO FERNANDO,ESCOLA ESTADUAL MONSENHOR WALFREDO GURGEL,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,"Matemática, Recomposição das Aprendizagens - Matemática, Componente Curricular 06",,SALA DE AULA
10ª DIREC - CAICÓ,SAO FERNANDO,ESCOLA ESTADUAL MONSENHOR WALFREDO GURGEL,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,Professor de Educação Especial,,SALA DE AULA
10ª DIREC - CAICÓ,SAO FERNANDO,ESCOLA ESTADUAL MONSENHOR WALFREDO GURGEL,VÍNCULO SERVIDOR,ESPECIALISTA PERM NIVEL - III,ASSESSORAMENTO TÉCNICO-PEDAGÓGICO EMTI,EQUIPE GESTORA,COORDENADOR(A) PEDAGÓGICO(A)
10ª DIREC - CAICÓ,SAO FERNANDO,ESCOLA ESTADUAL MONSENHOR WALFREDO GURGEL,VÍNCULO SERVIDOR,ESPECIALISTA PERM NIVEL - III,,APOIO À EQUIPE GESTORA,APOIO PEDAGÓGICO
10ª DIREC - CAICÓ,SAO FERNANDO,ESCOLA ESTADUAL MONSENHOR WALFREDO GURGEL,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,,EQUIPE GESTORA,DIRETOR(A)
10ª DIREC - CAICÓ,"SAO FERNANDO, CAICO","ESCOLA ESTADUAL MONSENHOR WALFREDO GURGEL, ESCOLA ESTADUAL PROFESSORA CALPURNIA CALDAS DE AMORIM",VÍNCULO SERVIDOR,"PROF PERM NIVEL - III, PROF PERM NIVEL - IV (DEC JUD)","Arte, Língua Inglesa, Língua Espanhola, Componente Curricular 02, Componente Curricular 03",,SALA DE AULA
10ª DIREC - CAICÓ,SAO FERNANDO,ESCOLA ESTADUAL MONSENHOR WALFREDO GURGEL,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,"Educação Física, Componente Curricular 01, Arte, Atividade APE",,SALA DE AULA
10ª DIREC - CAICÓ,SAO FERNANDO,ESCOLA ESTADUAL MONSENHOR WALFREDO GURGEL,VÍNCULO SERVIDOR,PROF PERM NIVEL - III,"Componente Curricular 04, Oficinas Formativas: Arte e Cultura ou Esporte e Lazer, Componente Curricular 06, Componente Curricular 03, Filosofia, Geografia",,SALA DE AULA
10ª DIREC - CAICÓ,SAO FERNANDO,ESCOLA ESTADUAL MONSENHOR WALFREDO GURGEL,VÍNCULO TERCEIRIZADO,TERCEIRIZADO - CUIDADOR,,APOIO,CUIDADOR
10ª DIREC - CAICÓ,SAO FERNANDO,ESCOLA ESTADUAL MONSENHOR WALFREDO GURGEL,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,,,
10ª DIREC - CAICÓ,JUCURUTU,ESCOLA ESTADUAL NEWMAN QUEIROZ,VÍNCULO SERVIDOR,ESPECIALISTA PERM NIVEL - III,,APOIO À EQUIPE GESTORA,APOIO PEDAGÓGICO
10ª DIREC - CAICÓ,JUCURUTU,ESCOLA ESTADUAL NEWMAN QUEIROZ,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,"Componente Curricular 05, Componente Curricular 04, Componente Curricular 06, Geografia, Componente Curricular 02, Componente Curricular 01, Componente Curricular 03",,SALA DE AULA
10ª DIREC - CAICÓ,JUCURUTU,ESCOLA ESTADUAL NEWMAN QUEIROZ,VÍNCULO SERVIDOR,PROF PERM NIVEL - III,Professor de Educação Especial,,SALA DE AULA
10ª DIREC - CAICÓ,JUCURUTU,ESCOLA ESTADUAL NEWMAN QUEIROZ,VÍNCULO SERVIDOR,ESPECIALISTA PERM NIVEL - III,,,
10ª DIREC - CAICÓ,JUCURUTU,ESCOLA ESTADUAL NEWMAN QUEIROZ,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,,EQUIPE GESTORA,DIRETOR(A)
10ª DIREC - CAICÓ,JUCURUTU,ESCOLA ESTADUAL NEWMAN QUEIROZ,VÍNCULO TERCEIRIZADO,TERCEIRIZADO - ASG,,,
10ª DIREC - CAICÓ,JUCURUTU,ESCOLA ESTADUAL NEWMAN QUEIROZ,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV (DEC JUD),História,,SALA DE AULA
10ª DIREC - CAICÓ,JUCURUTU,ESCOLA ESTADUAL NEWMAN QUEIROZ,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,"Matemática, Componente Curricular 03, Componente Curricular 04",,SALA DE AULA
10ª DIREC - CAICÓ,JUCURUTU,ESCOLA ESTADUAL NEWMAN QUEIROZ,VÍNCULO TERCEIRIZADO,AUXILIAR DE SERVICOS GERAIS,,,
10ª DIREC - CAICÓ,JUCURUTU,ESCOLA ESTADUAL NEWMAN QUEIROZ,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,Professor de Educação Especial,,SALA DE AULA
10ª DIREC - CAICÓ,JUCURUTU,ESCOLA ESTADUAL NEWMAN QUEIROZ,VÍNCULO SERVIDOR,PROF PERM NIVEL - III,"Física, Componente Curricular 06",,SALA DE AULA
10ª DIREC - CAICÓ,JUCURUTU,ESCOLA ESTADUAL NEWMAN QUEIROZ,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,"Componente Curricular 06, Componente Curricular 01, Biologia, Componente Curricular 04, Componente Curricular 02",,SALA DE AULA
10ª DIREC - CAICÓ,JUCURUTU,ESCOLA ESTADUAL NEWMAN QUEIROZ,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,,,
10ª DIREC - CAICÓ,"JUCURUTU, CAICO","ESCOLA ESTADUAL NEWMAN QUEIROZ, ESCOLA ESTADUAL PADRE EDMUND KAGERER",VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,"Filosofia, Sociologia",,SALA DE AULA
10ª DIREC - CAICÓ,JUCURUTU,ESCOLA ESTADUAL NEWMAN QUEIROZ,VÍNCULO SERVIDOR,PROF PERM NIVEL - III,"Componente Curricular 02, Sociologia, Sociologia do Trabalho",,SALA DE AULA
10ª DIREC - CAICÓ,JUCURUTU,ESCOLA ESTADUAL NEWMAN QUEIROZ,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,Professor de Educação Especial,,SALA DE AULA
10ª DIREC - CAICÓ,JUCURUTU,ESCOLA ESTADUAL NEWMAN QUEIROZ,VÍNCULO SERVIDOR,PROF PERM NIVEL - III,,,
10ª DIREC - CAICÓ,JUCURUTU,ESCOLA ESTADUAL NEWMAN QUEIROZ,VÍNCULO TERCEIRIZADO,TERCEIRIZADO - PORTEIRO,,,
10ª DIREC - CAICÓ,JUCURUTU,"ESCOLA ESTADUAL NEWMAN QUEIROZ, ESCOLA ESTADUAL PROFESSORA MARIA DAS GRAÇAS SILVA GERMANO","VÍNCULO COMISSIONADO, VÍNCULO TEMPORÁRIO","VDE III - VICE DIRETOR ESTAB ENSINO, PROFESSOR TEMPORARIO","História, Matemática, Língua Portuguesa, Geografia, Ciências",,SALA DE AULA
10ª DIREC - CAICÓ,JUCURUTU,ESCOLA ESTADUAL NEWMAN QUEIROZ,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,"Futsal, Educação Física, Vôlei Indoor, Futebol Society",,SALA DE AULA
10ª DIREC - CAICÓ,JUCURUTU,ESCOLA ESTADUAL NEWMAN QUEIROZ,VÍNCULO TERCEIRIZADO,TERCEIRIZADO - PORTEIRO,,APOIO ADMINISTRATIVO,PORTEIRO
10ª DIREC - CAICÓ,JUCURUTU,ESCOLA ESTADUAL NEWMAN QUEIROZ,VÍNCULO TERCEIRIZADO,TERCEIRIZADO - ASG,,APOIO ADMINISTRATIVO,SERVENTE
10ª DIREC - CAICÓ,JUCURUTU,ESCOLA ESTADUAL NEWMAN QUEIROZ,VÍNCULO SERVIDOR,AUXILIAR DE INFRAESTRUTURA (GNO I - LCE 698/2022),,,
10ª DIREC - CAICÓ,JUCURUTU,ESCOLA ESTADUAL NEWMAN QUEIROZ,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,,EQUIPE GESTORA,COORDENADOR ADM. FINANCEIRO
10ª DIREC - CAICÓ,JUCURUTU,ESCOLA ESTADUAL NEWMAN QUEIROZ,VÍNCULO TERCEIRIZADO,TERCEIRIZADO - ASG,,APOIO ADMINISTRATIVO,SERVENTE
10ª DIREC - CAICÓ,JUCURUTU,ESCOLA ESTADUAL NEWMAN QUEIROZ,VÍNCULO TERCEIRIZADO,TERCEIRIZADO - MERENDEIRA,,APOIO ADMINISTRATIVO,MERENDEIRA
10ª DIREC - CAICÓ,JUCURUTU,ESCOLA ESTADUAL NEWMAN QUEIROZ,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,Professor de Educação Especial,,SALA DE AULA
10ª DIREC - CAICÓ,JUCURUTU,ESCOLA ESTADUAL NEWMAN QUEIROZ,VÍNCULO TERCEIRIZADO,TERCEIRIZADO - ASG,,,
10ª DIREC - CAICÓ,JUCURUTU,ESCOLA ESTADUAL NEWMAN QUEIROZ,VÍNCULO TERCEIRIZADO,TERCEIRIZADO - MERENDEIRA,,APOIO ADMINISTRATIVO,MERENDEIRA
10ª DIREC - CAICÓ,JUCURUTU,ESCOLA ESTADUAL NEWMAN QUEIROZ,VÍNCULO SERVIDOR,AUXILIAR EM ALIMENTACAO ESCOLAR (GAXE II),,EQUIPE GESTORA,VICE-DIRETOR(A)
10ª DIREC - CAICÓ,JUCURUTU,ESCOLA ESTADUAL NEWMAN QUEIROZ,VÍNCULO SERVIDOR,PROF PERM NIVEL - III,"Componente Curricular 03, Componente Curricular 02, Matemática",,SALA DE AULA
10ª DIREC - CAICÓ,JUCURUTU,ESCOLA ESTADUAL NEWMAN QUEIROZ,VÍNCULO SERVIDOR,AUXILIAR DE INFRAESTRUTURA (GNO II - LCE 698/2022),,APOIO ADMINISTRATIVO,VIGIA
10ª DIREC - CAICÓ,JUCURUTU,ESCOLA ESTADUAL NEWMAN QUEIROZ,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,,,
10ª DIREC - CAICÓ,JUCURUTU,ESCOLA ESTADUAL NEWMAN QUEIROZ,VÍNCULO SERVIDOR,PROF PERM NIVEL - VI (DEC JUD),Química,,SALA DE AULA
10ª DIREC - CAICÓ,JUCURUTU,ESCOLA ESTADUAL NEWMAN QUEIROZ,VÍNCULO SERVIDOR,ESPECIALISTA PERM NIVEL - II,,APOIO À EQUIPE GESTORA,APOIO PEDAGÓGICO
10ª DIREC - CAICÓ,JUCURUTU,ESCOLA ESTADUAL NEWMAN QUEIROZ,VÍNCULO TERCEIRIZADO,TERCEIRIZADO - PORTEIRO,,,
10ª DIREC - CAICÓ,JUCURUTU,ESCOLA ESTADUAL NEWMAN QUEIROZ,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,"Componente Curricular 02, Língua Portuguesa, Componente Curricular 04",,SALA DE AULA
10ª DIREC - CAICÓ,JUCURUTU,ESCOLA ESTADUAL NEWMAN QUEIROZ,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,Professor de Educação Especial,,SALA DE AULA
10ª DIREC - CAICÓ,JUCURUTU,ESCOLA ESTADUAL NEWMAN QUEIROZ,VÍNCULO SERVIDOR,PROF PERM NIVEL - III,"Componente Curricular 02, Componente Curricular 06, Componente Curricular 04, Componente Curricular 03, Componente Curricular 01, Língua Espanhola",,SALA DE AULA
10ª DIREC - CAICÓ,JUCURUTU,ESCOLA ESTADUAL NEWMAN QUEIROZ,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,,,
10ª DIREC - CAICÓ,JUCURUTU,ESCOLA ESTADUAL NEWMAN QUEIROZ,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV (DEC JUD),,,
10ª DIREC - CAICÓ,JUCURUTU,ESCOLA ESTADUAL NEWMAN QUEIROZ,VÍNCULO TERCEIRIZADO,TERCEIRIZADO - ASG,,APOIO ADMINISTRATIVO,SERVENTE
10ª DIREC - CAICÓ,JUCURUTU,ESCOLA ESTADUAL NEWMAN QUEIROZ,VÍNCULO SERVIDOR,PROF PERM NIVEL - III,,,
10ª DIREC - CAICÓ,JUCURUTU,ESCOLA ESTADUAL NEWMAN QUEIROZ,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,"Componente Curricular 05, Componente Curricular 06, Biologia, Componente Curricular 01, Componente Curricular 02, Componente Curricular 04",,SALA DE AULA
10ª DIREC - CAICÓ,JUCURUTU,ESCOLA ESTADUAL NEWMAN QUEIROZ,VÍNCULO SERVIDOR,AUXILIAR DE INFRAESTRUTURA (GNO I - LCE 698/2022),,APOIO ADMINISTRATIVO,MERENDEIRA
10ª DIREC - CAICÓ,JUCURUTU,ESCOLA ESTADUAL NEWMAN QUEIROZ,VÍNCULO TERCEIRIZADO,AUXILIAR DE SERVICOS GERAIS,,APOIO ADMINISTRATIVO,SERVENTE
10ª DIREC - CAICÓ,JUCURUTU,ESCOLA ESTADUAL NEWMAN QUEIROZ,VÍNCULO TERCEIRIZADO,TERCEIRIZADO - MERENDEIRA,,APOIO ADMINISTRATIVO,MERENDEIRA
10ª DIREC - CAICÓ,JUCURUTU,ESCOLA ESTADUAL NEWMAN QUEIROZ,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,,APOIO À EQUIPE GESTORA,INSPETOR ESCOLAR
10ª DIREC - CAICÓ,CAICO,ESCOLA ESTADUAL PADRE EDMUND KAGERER,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,"Geografia, Componente Curricular 03, Sociologia, História",,SALA DE AULA
10ª DIREC - CAICÓ,CAICO,ESCOLA ESTADUAL PADRE EDMUND KAGERER,"VÍNCULO CONVÊNIO, VÍNCULO SERVIDOR","CONVENIO - PROFESSOR , PROF PERM NIVEL - IV",,EQUIPE GESTORA,VICE-DIRETOR(A)
10ª DIREC - CAICÓ,CAICO,ESCOLA ESTADUAL PADRE EDMUND KAGERER,VÍNCULO SERVIDOR,ESPECIALISTA PERM NIVEL - II,,APOIO À EQUIPE GESTORA,APOIO PEDAGÓGICO
10ª DIREC - CAICÓ,CAICO,ESCOLA ESTADUAL PADRE EDMUND KAGERER,VÍNCULO SERVIDOR,PROF PERM NIVEL - III,Professor de Educação Especial,,SALA DE AULA
10ª DIREC - CAICÓ,CAICO,ESCOLA ESTADUAL PADRE EDMUND KAGERER,VÍNCULO SERVIDOR,PROF PERM NIVEL - V,,SAP/MULTIDISCIPLINA,PROFESSOR REGENTE
10ª DIREC - CAICÓ,CAICO,ESCOLA ESTADUAL PADRE EDMUND KAGERER,VÍNCULO COMISSIONADO,DE IV - DIRETOR DE ESTABELECIMENTO DE ENSINO,,,
10ª DIREC - CAICÓ,CAICO,ESCOLA ESTADUAL PADRE EDMUND KAGERER,VÍNCULO COMISSIONADO,VDE IV - VICE DIRETOR ESTAB ENSINO,,,
